,AcresBurned,ArchiveYear,Latitude,Longitude,Injuries,PersonnelInvolved,StructuresDestroyed,MajorIncident
1,257314,2013,37.857,-120.086,0,0,0,FALSE
2,30274,2013,34.585595,-118.423176,0,0,0,FALSE
3,27531,2013,33.7095,-116.72885,0,0,0,FALSE
4,27440,2013,39.12,-120.65,0,0,0,FALSE
5,22992,2013,37.279,-119.318,0,0,0,FALSE
6,20292,2013,33.86157,-116.90427,26,2106,40,TRUE
7,14754,2013,41.32,-123.176,0,0,0,FALSE
8,12503,2013,41.035,-123.488,0,0,0,FALSE
9,11429,2013,40.04263,-121.85397,5,898,0,TRUE
10,8073,2013,40.498332,-122.535496,6,342,201,TRUE
11,7055,2013,32.95435,-116.47381,12,2147,149,TRUE
12,6965,2013,40.190062,-121.595555,6,1811,0,TRUE
13,4346,2013,34.7861,-118.9411,4,847,0,TRUE
14,4346,2013,34.7861,-118.9411,4,847,0,TRUE
15,3505,2013,38.8167,-122.8498,6,188,1,TRUE
16,3166,2013,34.288877,-116.941311,2,726,1,TRUE
17,3111,2013,37.90757,-121.882582,0,231,0,TRUE
18,2781,2013,33.12111,-116.52579,5,911,0,TRUE
19,2462,2013,39.446268,-121.38236,5,1484,7,TRUE
20,2236,2013,33.341,-117.3092,0,0,0,FALSE
21,2060,2013,36.208,-118.444,0,0,0,FALSE
22,1984,2013,34.55048,-119.82429,0,0,0,FALSE
23,1708,2013,37.58202,-119.91071,1,112,0,TRUE
24,1383,2013,33.62236,-117.40288,0,0,0,FALSE
25,1271,2013,33.04458,-116.5209,6,1217,0,TRUE
26,1070,2013,38.25108,-120.02778,0,0,0,FALSE
27,794,2013,35.707,-118.588,0,0,0,FALSE
28,712,2013,34.882,-118.9194,5,502,0,TRUE
29,712,2013,34.49149,-118.610044,0,0,0,FALSE
30,612,2013,34.90327,-118.93388,0,0,0,FALSE
31,572,2013,38.774,-120.298,0,0,0,FALSE
32,534,2013,34.071556,-117.048397,0,282,0,TRUE
33,513,2013,40.00842,-120.764666,0,0,0,FALSE
34,510,2013,33.894055,-116.855019,0,0,0,FALSE
35,502,2013,41.2415,-121.035,0,0,0,FALSE
36,500,2013,35.15832,-120.05131,0,0,0,FALSE
37,492,2013,37.96866,-121.91453,0,0,0,FALSE
38,482,2013,37.015575,-119.78106,0,0,1,TRUE
39,413,2013,34.302,-117.598,0,0,0,FALSE
40,406,2013,36.602575,-118.01651,2,476,0,TRUE
41,376,2013,38.628,-122.289,0,4,0,TRUE
42,354,2013,37.160346,-120.937494,0,0,0,FALSE
43,305,2013,39.439,-121.497,0,259,4,TRUE
44,303,2013,38.04993,-120.90325,0,0,0,FALSE
45,298,2013,39.434183,-121.576804,0,0,9,TRUE
46,274,2013,39.90465,-121.74367,0,0,0,FALSE
47,274,2013,37.116295,-119.635004,0,0,0,FALSE
48,268,2013,34.149,-117.908,0,0,0,FALSE
49,263,2013,32.710918,-116.746023,2,294,0,TRUE
50,243,2013,34.35,-117.62,0,0,0,FALSE
51,240,2013,37.775057,-121.737213,0,0,0,FALSE
52,237,2013,38.729297,-121.380862,0,0,0,FALSE
53,217,2013,39.514139,-122.560862,0,221,0,TRUE
54,200,2013,34.2,-117.417,0,0,0,FALSE
55,200,2013,40.012398,-122.079871,0,0,0,FALSE
56,196,2013,40.5445,-121.3754,0,347,0,TRUE
57,195,2013,39.961309,-122.330879,0,0,0,FALSE
58,190,2013,38.382,-122.311,0,150,1,TRUE
59,170,2013,34.611824,-120.074655,0,0,0,FALSE
60,163,2013,38.67479,-122.08725,0,0,0,FALSE
61,163,2013,38.63987,-121.08438,0,0,0,FALSE
62,163,2013,38.63987,-121.08438,0,0,0,FALSE
63,159,2013,38.34599,-122.6503,0,0,0,FALSE
64,158,2013,38.17693,-122.51253,0,0,0,FALSE
65,150,2013,33.990128,-117.164997,0,0,0,FALSE
66,150,2013,37.436,-121.1955,0,0,0,FALSE
67,150,2013,36.7218,-119.2248,0,0,0,FALSE
68,149,2013,34.419284,-118.58688,0,0,0,FALSE
69,134,2013,36.258,-118.459,0,0,0,FALSE
70,125,2013,38.638828,-122.655616,0,249,0,TRUE
71,124,2013,38.08744,-122.13802,0,0,0,FALSE
72,124,2013,37.03776,-121.006939,0,0,0,FALSE
73,124,2013,33.963591,-117.187934,0,0,0,FALSE
74,120,2013,38.882214,-122.567525,0,285,1,TRUE
75,116,2013,38.682378,-120.839075,0,0,1,TRUE
76,110,2013,34.287,-117.451,0,0,0,FALSE
77,108,2013,36.772425,-119.628389,0,0,0,FALSE
78,105,2013,36.1531,-120.8973,0,0,0,FALSE
79,100,2013,37.91529,-120.33313,0,0,0,FALSE
80,100,2013,32.564465,-116.900368,0,0,0,FALSE
81,98,2013,38.9252,-122.966,0,0,0,FALSE
82,97,2013,41.73325,-120.375,0,0,0,FALSE
83,97,2013,33.642,-116.706,0,0,0,FALSE
84,97,2013,40.88886,-120.958126,0,0,0,FALSE
85,96,2013,38.27783,-120.966016,0,0,0,FALSE
86,94,2013,35.4393,-120.8358,0,0,0,FALSE
87,92,2013,39.6612,-121.50354,2,80,0,TRUE
88,91,2013,37.1927,-119.7917,0,0,1,TRUE
89,90,2013,33.9582,-116.6534,0,0,0,FALSE
90,85,2013,35.62743,-120.83417,0,0,0,FALSE
91,82,2013,39.0442,-123.1478,0,0,0,FALSE
92,80,2013,39.731878,-121.713938,1,35,0,TRUE
93,75,2013,34.316,-117.352,0,0,0,FALSE
94,75,2013,37.169379,-119.75636,0,221,0,TRUE
95,75,2013,34.1834,-117.4408,1,292,1,TRUE
96,75,2013,38.441792,-122.350844,0,0,0,FALSE
97,73,2013,34.003151,-117.106075,0,0,0,FALSE
98,73,2013,39.206,-121.31634,0,0,0,FALSE
99,70,2013,39.013682,-122.491894,0,0,0,TRUE
100,68,2013,41.569,-120.959,0,0,0,FALSE
101,64,2013,34.384,-119.13249,0,0,0,FALSE
102,60,2013,38.838,-116.61,0,0,0,FALSE
103,60,2013,33.91027,-116.99895,0,0,0,FALSE
104,52,2013,39.333401,-121.107022,0,0,0,FALSE
105,51,2013,35.457978,-120.751555,0,219,0,TRUE
106,50,2013,39.0448,-122.7656,0,0,0,FALSE
107,50,2013,41.923323,-122.578393,0,0,0,FALSE
108,50,2013,37.1438,-121.7804,0,0,0,FALSE
109,50,2013,37.7393,-121.5869,0,0,0,FALSE
110,50,2013,35.5123,-120.6368,0,0,0,FALSE
111,46,2013,38.06231,-120.45233,2,169,0,TRUE
112,46,2013,37.03087,-119.463757,0,0,0,FALSE
113,45,2013,38.980846,-123.067671,0,0,0,FALSE
114,43,2013,40.373,-122.7338,0,0,0,FALSE
115,42,2013,33.96936,-117.1265,0,0,0,FALSE
116,41,2013,37.667295,-122.427285,0,0,0,FALSE
117,40,2013,37.342186,-121.717706,0,0,0,FALSE
118,40,2013,33.7655,-117.6649,0,0,0,FALSE
119,40,2013,33.570291,-116.10815,0,0,0,FALSE
120,40,2013,33.9634,-117.2508,0,0,0,FALSE
121,40,2013,34.001745,-117.302057,0,0,0,FALSE
122,40,2013,33.655638,-116.161201,0,65,0,TRUE
123,38,2013,38.89555,-120.84716,0,0,0,FALSE
124,38,2013,39.1591,-122.5906,0,0,0,FALSE
125,38,2013,37.74241,-121.86216,0,0,0,FALSE
126,35,2013,36.763367,-119.558244,0,0,0,FALSE
127,35,2013,35.49864,-120.91375,0,0,0,FALSE
128,33,2013,40.483662,-122.140914,0,0,0,FALSE
129,31,2013,37.965364,-120.696362,0,0,0,FALSE
130,30,2013,38.9777,-122.683,0,0,0,TRUE
131,30,2013,38.99233,-122.703193,0,0,0,FALSE
132,30,2013,34.288877,-116.941311,0,0,0,FALSE
133,28,2013,38.4229,-122.0437,0,0,0,TRUE
134,28,2013,38.4229,-122.0437,0,0,0,TRUE
135,28,2013,38.4229,-122.0437,0,0,0,TRUE
136,28,2013,38.4229,-122.0437,0,0,0,TRUE
137,27,2013,40.473356,-122.48259,0,0,0,FALSE
138,25,2013,32.612773,-116.707335,0,0,0,FALSE
139,25,2013,38.98058,-122.81796,0,0,0,FALSE
140,25,2013,33.96201,-116.907213,0,0,0,FALSE
141,23,2013,38.9289,-122.5818,0,0,0,FALSE
142,15,2013,33.94528,-117.09306,0,0,0,FALSE
143,97717,2014,38.805437,-120.629714,12,0,80,TRUE
144,39736,2014,40.901,-121.368,0,0,0,FALSE
145,35302,2014,42.048,-122.345,0,0,0,FALSE
146,32416,2014,40.72,-121.562,11,78,21,TRUE
147,13153,2014,41.1336,-121.2144,7,297,6,TRUE
148,12661,2014,40.4314,-122.750788,21,0,20,TRUE
149,6488,2014,38.512,-122.104,5,87,0,TRUE
150,6258,2014,41.141,-122.805,0,0,0,FALSE
151,5503,2014,41.682,-122.127,0,0,0,FALSE
152,5367,2014,33.3529,-117.284889,0,0,0,TRUE
153,4300,2014,38.664,-122.454,4,0,9,TRUE
154,4300,2014,38.664,-122.454,4,0,9,TRUE
155,4240,2014,38.5691,-120.7819,2,40,67,TRUE
156,4240,2014,38.5691,-120.7819,2,40,67,TRUE
157,4045,2014,35.7206,-118.4747,0,0,0,FALSE
158,3895,2014,35.70683,-118.555527,0,0,0,FALSE
159,2143,2014,34.169346,-117.547374,3,583,0,TRUE
160,1995,2014,33.1137,-117.1599,3,514,40,TRUE
161,1952,2014,34.1703,-117.8816,0,0,0,FALSE
162,1680,2014,35.642,-118.15,0,0,0,FALSE
163,1651,2014,41.89,-120.79,0,0,0,FALSE
164,1548,2014,33.003,-117.133,3,211,0,TRUE
165,1469,2014,41.489,-120.904,0,427,0,TRUE
166,1457,2014,33.417572,-117.550567,0,0,0,FALSE
167,1375,2014,40.7101,-122.171,4,169,4,TRUE
168,968,2014,33.748,-117.601,0,0,0,FALSE
169,865,2014,40.134597,-121.790183,0,0,0,FALSE
170,632,2014,34.609,-120.454,0,548,0,TRUE
171,612,2014,37.3433,-119.6581,3,188,47,TRUE
172,600,2014,33.1109,-117.279,0,0,0,FALSE
173,580,2014,40.7412,-122.946,2,46,1,TRUE
174,516,2014,41.42384,-122.37432,1,453,165,TRUE
175,487,2014,37.76617,-120.45087,0,0,0,FALSE
176,400,2014,36.6313,-121.4819,0,0,0,TRUE
177,380,2014,33.312,-117.162,0,0,0,TRUE
178,333,2014,40.884415,-123.773779,0,0,0,FALSE
179,320,2014,37.311915,-119.604124,4,90,69,TRUE
180,311,2014,37,40.34,0,0,0,FALSE
181,274,2014,34.267,-117.867,0,0,0,FALSE
182,269,2014,37.787,-120.452,0,0,0,FALSE
183,247,2014,39.113682,-120.999508,0,53,0,TRUE
184,225,2014,40.009827,-122.345078,0,0,0,FALSE
185,217,2014,33.078948,-116.576454,4,91,3,TRUE
186,210,2014,41.134,-123.753,0,0,0,FALSE
187,190,2014,34.235,-117.771,0,0,0,FALSE
188,175,2014,39.1647,-122.5983,0,0,0,FALSE
189,143,2014,40.6569,-122.2215,0,0,0,FALSE
190,130,2014,37.7103,-120.197,1,10,0,TRUE
191,125,2014,32.81,-116.49,0,0,0,FALSE
192,120,2014,120.679019,38.178241,0,0,0,FALSE
193,113,2014,37.399,-118.352,0,256,0,TRUE
194,106,2014,36.8266,-119.3415,0,0,0,FALSE
195,101,2014,41.507,-121.266,0,0,0,FALSE
196,94,2014,38.59,-120.028,0,0,0,FALSE
197,85,2014,38.058,-120.66,1,0,1,TRUE
198,84,2014,39.3918,-120.0805,0,0,0,FALSE
199,80,2014,37.5359,-121.5118,0,0,0,TRUE
200,75,2014,40.5719,-121.3415,0,108,0,TRUE
201,75,2014,36.103,-121.117,0,0,0,FALSE
202,72,2014,39.4664,-121.6129,0,0,0,FALSE
203,70,2014,37.8316,-120.3434,0,0,0,FALSE
204,70,2014,121.999,38.453,0,0,0,FALSE
205,57,2014,33.5982,-116.1985,0,0,0,FALSE
206,50,2014,40.39,-122.721,0,0,0,FALSE
207,48,2014,33.93869,-117.70643,0,0,0,FALSE
208,47,2014,35.8218,-121.0226,0,0,0,FALSE
209,40,2014,36.991825,-119.525506,4,0,1,TRUE
210,38,2014,39.1871,-121.2687,0,0,0,FALSE
211,30,2014,38.608336,-120.703238,0,0,0,FALSE
212,29,2014,32.665,-116.222,0,0,0,FALSE
213,27,2014,38.695961,-122.384054,0,0,0,FALSE
214,25,2014,40,29.24,0,0,0,FALSE
215,25,2014,36.742747,-119.241493,0,0,0,FALSE
216,20,2014,38.9195001,-120.1140659,0,0,0,FALSE
217,20,2014,32.59154,-116.89516,0,0,0,FALSE
218,15,2014,40.41,-123.24,0,0,0,FALSE
219,10,2014,37,18.4,0,0,0,FALSE
220,151623,2015,36.874,-118.905,0,0,0,FALSE
221,69438,2015,38.8863538,-122.4762475,0,227,96,TRUE
222,31359,2015,34.16027778,-116.8927778,0,0,0,FALSE
223,25118,2015,38.8142503,-122.4867319,0,0,27,TRUE
224,25118,2015,38.8142503,-122.4867319,0,0,27,TRUE
225,10570,2015,40.938,-120.105,0,0,0,FALSE
226,6980,2015,36.24,-118.54,0,0,0,FALSE
227,5702,2015,37.279722,-119.50014,0,0,0,FALSE
228,4863,2015,41.399,-121.392,0,0,0,FALSE
229,4250,2015,34.339,-117.478,0,215,68,TRUE
230,2700,2015,37.3845,-121.3732,0,18,0,TRUE
231,2446,2015,35.3477,-120.6269,1,692,1,TRUE
232,2304,2015,39.192088,-120.882313,6,27,2,TRUE
233,1542,2015,40.924,-123.168,0,0,0,FALSE
234,1086,2015,36.3699644,-121.589554,0,55,20,TRUE
235,1049,2015,33.884313,-117.642759,0,54,0,TRUE
236,1042,2015,39.5218,-121.3363,1,613,0,TRUE
237,920,2015,37.165767,-119.523943,0,43,3,TRUE
238,673,2015,55.23,-122,0,270,0,TRUE
239,670,2015,36.70854,-121.32734,3,108,0,TRUE
240,543,2015,33.5736,-116.5387,0,0,0,FALSE
241,430,2015,36.085212,-118.824235,0,0,0,TRUE
242,415,2015,34.361007,-118.535793,0,0,0,FALSE
243,400,2015,39.43963,-121.38794,0,8,16,TRUE
244,275,2015,37.08312,-121.06963,0,0,0,FALSE
245,215,2015,38.925764,-122.879272,0,0,0,TRUE
246,214,2015,33.7626,-117.7274,0,0,0,FALSE
247,212,2015,40.415108,-122.439939,2,120,5,TRUE
248,204,2015,37.823,-120.15644,0,115,0,TRUE
249,200,2015,34.367,-117.683,0,0,0,FALSE
250,200,2015,41.485,-121.851,0,0,0,FALSE
251,195,2015,37.81629,-121.68113,0,0,0,FALSE
252,181,2015,41.8048,-122.5029,0,0,0,FALSE
253,171,2015,32.9421,-116.8534,0,0,0,FALSE
254,170,2015,40.400196,-120.553075,0,0,0,FALSE
255,170,2015,39.8448,-122.3638,0,0,0,FALSE
256,167,2015,33.383889,-116.868611,0,0,0,FALSE
257,158,2015,41.295667,-123.784067,2,57,0,TRUE
258,158,2015,39.2688,-121.26471,3,250,0,TRUE
259,150,2015,38.4113,-122.0789,0,275,0,TRUE
260,146,2015,40.1058823,-124.0720419,0,45,0,TRUE
261,137,2015,40.05083333,-120.7016667,0,0,0,FALSE
262,135,2015,37.072561,-119.6958,0,0,0,FALSE
263,128,2015,40.724898,-122.96174,0,0,0,TRUE
264,116,2015,41.29226,-121.172117,0,0,0,FALSE
265,114,2015,38.052,-120.5577,0,20,0,TRUE
266,112,2015,37.83618,-120.61691,0,0,0,FALSE
267,110,2015,40.3506868,-121.7786799,0,0,1,TRUE
268,109,2015,40.47512,-122.52541,0,45,0,TRUE
269,108,2015,38.04684,-120.30188,1,59,3,TRUE
270,104,2015,39.8707,-121.8938,0,0,0,FALSE
271,100,2015,34.165974,-117.243878,0,0,0,FALSE
272,95,2015,36.5696373,-121.7556029,0,0,0,FALSE
273,95,2015,35.7183,-121.0157,0,379,0,TRUE
274,90,2015,40.49865,-122.20109,0,0,0,FALSE
275,86,2015,36.49845,-118.9009,4,150,0,TRUE
276,80,2015,32.6449163,-116.9454387,0,0,0,FALSE
277,77,2015,40.856422,-121.101623,0,0,0,FALSE
278,75,2015,40.67868,-121.93244,0,0,0,TRUE
279,75,2015,40.509552,-122.199227,2,40,1,TRUE
280,75,2015,38.776,-120.404,0,0,0,FALSE
281,72,2015,26.42,-121,0,190,1,TRUE
282,67,2015,35.77937,-120.19482,0,0,0,FALSE
283,60,2015,40.875667,-121.033667,0,0,0,FALSE
284,60,2015,38.260777,-121.135426,0,0,0,FALSE
285,59,2015,40.3929,-122.40546,0,0,0,TRUE
286,55,2015,34.23,-116.883,0,0,0,FALSE
287,55,2015,33.4115972,-117.2886249,0,0,0,FALSE
288,55,2015,40.0133,-122.552,0,0,0,FALSE
289,54,2015,34.0783472,-117.0487863,0,0,0,TRUE
290,52,2015,34.9522,-120.2903,0,0,0,FALSE
291,50,2015,34.15,-118.879444,0,0,0,FALSE
292,50,2015,39.43301,-123.36316,0,0,0,FALSE
293,40,2015,40.400196,-120.553075,0,0,0,FALSE
294,40,2015,37.24523,-121.20324,0,0,0,FALSE
295,40,2015,38.1029,-122.1578,0,70,0,TRUE
296,38,2015,38.5287,-122.3415,0,120,0,TRUE
297,35,2015,40,41.46,0,0,0,FALSE
298,35,2015,39.7806004,-123.248214,0,0,0,FALSE
299,30,2015,39.081,-121.194,0,0,0,FALSE
300,30,2015,41.12362,-121.194256,0,0,0,FALSE
301,30,2015,39.33303,-121.18735,0,0,0,FALSE
302,26,2015,38.9361,-121.1548,0,0,0,FALSE
303,25,2015,32.682547,-116.51684,0,0,0,FALSE
304,25,2015,36.8727,-121.5681,0,0,0,FALSE
305,25,2015,33.21407,-116.73472,0,0,0,FALSE
306,24,2015,41.999341,-121.891226,0,49,0,TRUE
307,23,2015,39.0263,-123.303,0,0,0,FALSE
308,22,2015,38.831478,-122.53428,0,0,0,FALSE
309,21,2015,34.4828,-119.63216,0,0,0,FALSE
310,21,2015,33.986204,-117.43942,0,0,0,TRUE
311,20,2015,41.1513,-123.8292,0,195,0,TRUE
312,19,2015,38.519132,-122.181878,0,0,0,FALSE
313,18,2015,40.5953,-122.4397,1,0,0,TRUE
314,16,2015,40.1093,-123.774,0,0,0,FALSE
315,132127,2016,36.45994,-121.89938,0,0,0,TRUE
316,48019,2016,35.6115,-118.45628,0,0,0,FALSE
317,46344,2016,35.70595,-120.98316,1,0,70,TRUE
318,36274,2016,34.30372,-117.49342,0,914,321,TRUE
319,33867,2016,41.851,-123.118,0,0,0,FALSE
320,29322,2016,35.7506,-118.5678,0,0,0,FALSE
321,12518,2016,34.63445,-120.54421,0,0,0,FALSE
322,8110,2016,34.28771,-117.27338,1,960,0,TRUE
323,7609,2016,32.60729,-116.63028,0,78,16,TRUE
324,7474,2016,34.776,-119.643,0,0,0,TRUE
325,7050,2016,36.09974,-120.51057,0,20,2,TRUE
326,5731,2016,38.52513,-122.06788,0,58,2,TRUE
327,5646,2016,38.96741,-120.9375,3,0,0,TRUE
328,5646,2016,38.96741,-120.9375,3,0,0,TRUE
329,5443,2016,37.75985,-118.95309,0,0,0,FALSE
330,4824,2016,34.31,-118.335,0,0,0,FALSE
331,4474,2016,37.10632,-121.85318,0,62,28,TRUE
332,4347,2016,35.984,-118.551,0,0,0,FALSE
333,3929,2016,38.89741,-122.60664,0,32,300,TRUE
334,3876,2016,36.38123,-121.20059,1,22,0,TRUE
335,2944,2016,36.0749,-120.452041,0,188,0,TRUE
336,2860,2016,41.623,-123.557,0,0,0,FALSE
337,2652,2016,41.2649,-120.3178,0,0,0,FALSE
338,2575,2016,40.3915,-120.7845,1,78,7,TRUE
339,2520,2016,36.01542,-121.25029,0,0,0,FALSE
340,2304,2016,34.701,-119.144,0,0,0,FALSE
341,2241,2016,37.01591,-119.50507,0,167,4,TRUE
342,2100,2016,36.94536,-119.25959,0,0,0,FALSE
343,1785,2016,35.20993,-118.72272,3,0,0,TRUE
344,1547,2016,38.80017,-122.82895,2,14,0,TRUE
345,1246,2016,37.07147,-121.20155,0,0,0,FALSE
346,1245,2016,33.393,-117.35093,0,0,0,FALSE
347,1109,2016,34.36763,-118.57245,0,0,0,FALSE
348,1080,2016,37.79635,-120.32484,0,92,0,TRUE
349,850,2016,39.6871,-121.571,3,133,3,TRUE
350,710,2016,41.7813,-122.611,0,0,5,TRUE
351,650,2016,37.97,-119.14,0,0,0,FALSE
352,599,2016,41.28486,-123.82268,0,174,3,TRUE
353,554,2016,34.913,118.9082,0,0,0,FALSE
354,550,2016,39.6708,-121.7192,0,0,0,FALSE
355,518,2016,35.2013,-118.7212,0,0,0,FALSE
356,464,2016,40.0353,-122.56939,0,0,0,TRUE
357,450,2016,38.1874,-120.6381,0,0,0,TRUE
358,441,2016,40.36873,-122.72913,1,241,1,TRUE
359,400,2016,36.16965,-121.38775,0,0,0,FALSE
360,395,2016,36.1648,-118.73906,0,0,0,FALSE
361,380,2016,41.4657,-120.9066,0,0,0,FALSE
362,372,2016,38.385,-121.003611,0,0,0,FALSE
363,360,2016,40.30594,-122.1295,0,168,0,TRUE
364,341,2016,38.08056,-120.81394,0,0,0,FALSE
365,310,2016,38.02845,-120.61153,0,0,0,FALSE
366,304,2016,35.4976,-118.5097,0,0,0,FALSE
367,300,2016,39.188321,-121.78003,0,0,0,FALSE
368,278,2016,36.88286,-119.654,0,0,0,FALSE
369,277,2016,38.69971,-122.15457,0,0,0,FALSE
370,248,2016,39.92,-121.32,0,0,0,FALSE
