,AcresBurned,ArchiveYear,Latitude,Longitude,Injuries,PersonnelInvolved,StructuresDestroyed,MajorIncident
1102,36,2018,38.981389,-122.97222,0,0,0,FALSE
1103,36,2018,33.640051,-117.085354,0,0,0,FALSE
1104,35,2018,39.62194,-123.28774,0,0,0,FALSE
1105,35,2018,33.759722,-117.460278,0,0,0,FALSE
1106,35,2018,40.95673,-121.6002,0,0,0,FALSE
1107,35,2018,36.83036,-121.36446,0,0,0,FALSE
1108,34,2018,35.17156,-118.51651,0,0,0,FALSE
1109,34,2018,37.71173,-121.55604,0,0,0,FALSE
1110,34,2018,36.42638,-118.70443,0,0,0,FALSE
1111,33,2018,39.84151,-121.62168,0,83,0,TRUE
1112,33,2018,40.00293,-122.44008,0,0,0,FALSE
1113,33,2018,34.17711,-117.15381,0,0,0,FALSE
1114,32,2018,36.938674,-119.3127769,0,0,0,FALSE
1115,32,2018,33.97902,-117.20534,0,0,0,FALSE
1116,32,2018,41.08583,-121.05722,0,0,0,FALSE
1117,32,2018,38.886518,-122.476381,0,0,0,FALSE
1118,31,2018,40.62693,-122.23449,0,0,0,FALSE
1119,30,2018,37.33563,-121.75815,0,0,0,FALSE
1120,30,2018,37.99618,-122.14097,0,0,0,FALSE
1121,30,2018,37.533026,-121.79733,0,0,0,FALSE
1122,30,2018,33.85852,-117.43521,0,0,0,FALSE
1123,30,2018,35.68539,-120.95157,0,0,0,FALSE
1124,30,2018,38.595865,-121.17693,0,0,0,FALSE
1125,30,2018,35.92436,-119.94083,0,0,0,FALSE
1126,28,2018,32.557566,-116.8663,0,0,0,FALSE
1127,27,2018,41.791859,-122.513883,0,0,0,FALSE
1128,26,2018,35.826333,-118.9821,0,0,0,FALSE
1129,25,2018,33.80406,-116.93188,0,0,0,FALSE
1130,25,2018,38.015323,-121.998967,0,0,0,FALSE
1131,25,2018,35.71859,-120.64028,0,0,0,FALSE
1132,24,2018,38.91842,-122.85276,0,0,0,TRUE
1133,23,2018,33.946896,-117.066643,0,0,0,FALSE
1134,23,2018,37.99113,-121.86473,0,0,0,FALSE
1135,23,2018,40.201826,-122.29388,0,0,0,FALSE
1136,22,2018,37.69965,-120.0545,0,0,7,FALSE
1137,21,2018,33.86439,-117.48144,0,0,0,FALSE
1138,20,2018,37.81111,-121.7944,0,0,0,FALSE
1139,20,2018,37.61158,-121.94182,0,0,0,FALSE
1140,20,2018,37.07793,-121.600023,0,0,0,FALSE
1141,20,2018,37.627119,-121.806775,0,0,0,FALSE
1142,20,2018,33.524412,-116.821724,0,0,0,FALSE
1143,20,2018,39.602703,-121.617698,0,0,0,FALSE
1144,20,2018,34.110516,-118.427886,0,0,0,FALSE
1145,20,2018,39.89075,-120.18499,0,0,0,FALSE
1146,18,2018,33.40178,-117.27467,0,0,0,FALSE
1147,18,2018,33.88744,-117.16232,0,0,0,FALSE
1148,17,2018,37.0125,-122.046,0,0,0,TRUE
1149,17,2018,38.265645,-120.892404,0,0,0,FALSE
1150,17,2018,33.742,-117.28189,0,0,0,FALSE
1151,16,2018,39.10494,-121.07039,0,0,0,FALSE
1152,16,2018,41.34453,-123.85404,0,0,0,FALSE
1153,16,2018,37.21803,-121.76828,0,0,0,FALSE
1154,15,2018,41.94046,-122.43933,0,0,0,FALSE
1155,15,2018,41.52123,-120.72362,0,0,0,FALSE
1156,15,2018,33.467999,-117.003829,0,0,0,FALSE
1157,15,2018,33.711263,-116.164058,0,105,0,TRUE
1158,14,2018,33.05737,-116.77154,0,0,0,FALSE
1159,14,2018,35.70086,-120.97339,0,0,0,FALSE
1160,14,2018,39.99309,-120.02137,0,0,0,FALSE
1161,14,2018,38.64953,-122.01762,0,0,0,FALSE
1162,13,2018,40.678889,-122.400556,0,0,0,FALSE
1163,13,2018,33.04898,-116.78928,0,80,0,TRUE
1164,13,2018,36.10499,-120.55324,0,0,0,FALSE
1165,12,2018,40.49618,-122.51597,0,0,0,FALSE
1166,12,2018,38.7448,-120.65672,0,0,4,TRUE
1167,12,2018,34.171786,-117.35606,0,0,0,FALSE
1168,12,2018,37.22791,-119.50461,0,0,0,FALSE
1169,12,2018,37.97638,-122.5275,0,0,0,FALSE
1170,12,2018,33.40769,-117.22974,0,0,0,FALSE
1171,12,2018,41.64805,-122.98442,0,0,0,FALSE
1172,12,2018,35.75737,-120.91793,0,0,0,FALSE
1173,12,2018,38.16303,-122.23059,0,0,0,FALSE
1174,12,2018,37.73835,-121.6039,0,0,0,FALSE
1175,12,2018,33.12213,-116.58759,0,0,0,FALSE
1176,11,2018,39.66492,-121.51772,0,0,0,FALSE
1177,11,2018,37.19817,-119.80414,0,0,0,FALSE
1178,11,2018,33.47413,-117.31468,0,0,0,FALSE
1179,11,2018,40.4635,-121.77419,0,0,0,FALSE
1180,10,2018,37.12857,-122.12036,0,0,0,FALSE
1181,10,2018,40.888785,-124.001849,0,0,0,FALSE
1182,10,2018,39.93427,-121.54103,0,0,0,FALSE
1183,10,2018,33.627006,-117.171731,0,0,0,FALSE
1184,10,2018,38.27229,-122.26389,0,0,0,FALSE
1185,10,2018,41.632373,-122.37985,0,0,0,FALSE
1186,10,2018,32.619855,-116.764733,0,0,0,FALSE
1187,10,2018,39.6139,-121.954098,0,0,0,FALSE
1188,10,2018,35.05747,-120.39295,0,0,12,FALSE
1189,10,2018,35.77017,-120.57833,0,0,0,FALSE
1190,10,2018,38.245151,-122.44408,0,0,0,FALSE
1191,10,2018,32.75072,-116.92404,0,0,0,FALSE
1192,10,2018,39.80827,-122.3307,0,0,0,FALSE
1193,10,2018,33.45014,-117.22215,0,0,0,FALSE
1194,10,2018,33.53924,-116.10231,0,0,0,FALSE
1195,1806,2019,34.282179,-118.803389,0,0,0,FALSE
1196,1300,2019,37.536069,-120.177018,0,0,0,FALSE
1197,1011,2019,33.9925,-117.059167,0,247,74,TRUE
1198,605,2019,40.00171,-122.25421,0,0,0,FALSE
1199,494,2019,34.01778,-117.4625,0,126,0,TRUE
1200,355,2019,38.838992,-121.325842,0,0,0,FALSE
1201,289,2019,35.79069,-120.73102,0,0,0,FALSE
1202,289,2019,35.79069,-120.73102,0,0,0,FALSE
1203,149,2019,37.241427,-120.027731,0,0,0,FALSE
1204,137,2019,36.319291,-120.460189,0,0,0,FALSE
1205,107,2019,40.900458,-121.320838,0,0,0,FALSE
1206,75,2019,33.8615,-116.897333,0,0,0,FALSE
1207,40,2019,37.828267,-122.103867,0,0,0,FALSE
1208,37,2019,33.259861,-117.027333,0,100,3,TRUE
1209,35,2019,37.62782,-121.68598,0,0,0,FALSE
1210,35,2019,37.420988,-121.371276,0,0,0,FALSE
1211,30,2019,40.463936,-122.435492,0,0,0,FALSE
1212,27,2019,38.115224,-120.78068,0,0,0,FALSE
1213,26,2019,34.202883,-116.4449,0,0,0,FALSE
1214,25,2019,32.794768,-116.839743,0,0,0,TRUE
1215,22,2019,38.538467,-120.965105,0,0,0,FALSE
1216,22,2019,37.093243,-121.586846,0,0,0,FALSE
1217,15,2019,38.045866,-122.245186,0,0,0,FALSE
1218,12,2019,33.463991,-116.914799,0,0,0,FALSE
1219,10,2019,39.613783,-123.458782,0,0,0,FALSE
1220,10,2019,37.178353,-122.07743,0,0,0,FALSE
1221,77758,2019,38.792458,-122.780053,4,55,374,TRUE
1222,54612,2019,40.061389,-120.680556,0,468,0,FALSE
1223,14217,2019,41.79591,-121.260305,0,0,0,FALSE
1224,10296,2019,37.034,-118.345,0,269,0,TRUE
1225,9999,2019,34.302212,-118.997115,0,626,4,TRUE
1226,8838,2019,40.12,-122.64,0,1936,2,TRUE
1227,8799,2019,34.32988,-118.48161,8,206,19,TRUE
1228,5737,2019,41.748,-121.056,0,40,0,FALSE
1229,5563,2019,37.604638,-119.96606,0,19,1,TRUE
1230,5332,2019,40.109,-122.789,0,0,0,FALSE
1231,4840,2019,37.826,-118.872,0,0,0,FALSE
1232,4615,2019,34.472778,-118.368056,0,509,22,TRUE
1233,3435,2019,38.724,-120.145,0,0,0,FALSE
1234,3380,2019,40.593,-120.581,0,0,0,FALSE
1235,3126,2019,34.5025,-119.785,0,0,0,FALSE
1236,2546,2019,36.28426,-120.94771,0,0,0,FALSE
1237,2534,2019,40.036379,-122.637837,4,69,0,TRUE
1238,2512,2019,38.88978,-122.23922,2,0,7,TRUE
1239,2500,2019,35.72057,-119.62762,0,0,0,FALSE
1240,2438,2019,39.892222,-120.029722,0,0,0,FALSE
1241,2422,2019,37.46577,-121.28312,0,0,0,FALSE
1242,1975,2019,36.284,-118.228,0,0,0,FALSE
1243,1926,2019,33.528469,-117.273157,3,35,0,TRUE
1244,1872,2019,41.862237,-122.662258,0,515,0,FALSE
1245,1764,2019,35.66318,-120.41128,0,0,0,FALSE
1246,1507,2019,32.573437,-116.658735,0,0,0,FALSE
1247,1350,2019,39.28926,-121.85906,0,0,0,FALSE
1248,1301,2019,42.033,-122.175,0,0,0,FALSE
1249,1165,2019,39.631945,-119.769881,0,0,0,FALSE
1250,1127,2019,35.343761,-119.913717,0,0,0,FALSE
1251,1020,2019,40.943799,-120.275298,0,0,0,FALSE
1252,974,2019,35.63111111,-120.2691667,0,0,0,FALSE
1253,835,2019,35.30759,-119.96498,0,0,0,FALSE
1254,757,2019,37.908362,-121.872941,0,0,0,FALSE
1255,756,2019,36.40193,-119.030621,0,185,0,FALSE
1256,745,2019,34.098191,-118.478717,0,0,0,FALSE
1257,703,2019,39.22431,-123.12887,0,0,0,FALSE
1258,604,2019,38.751648,-121.432636,0,0,0,FALSE
1259,600,2019,40.715556,-122.241944,3,187,14,TRUE
1260,600,2019,37.25988,-121.09375,0,0,0,FALSE
1261,526,2019,38.165873,-122.211671,0,163,1,FALSE
1262,525,2019,33.919507,-117.103765,0,0,0,FALSE
1263,520,2019,33.4853,-117.043723,0,235,0,TRUE
1264,496,2019,39.45296,-121.412619,0,16,2,TRUE
1265,448,2019,32.575556,-117.026667,0,0,0,FALSE
1266,448,2019,35.60989,-118.41204,0,0,0,FALSE
1267,423,2019,37.532028,-120.208019,0,0,0,FALSE
1268,420,2019,34.484722,-120.190833,0,0,0,FALSE
1269,381,2019,36.151,-118.185,0,9,0,FALSE
1270,350,2019,33.975405,-117.207068,0,0,1,TRUE
1271,328,2019,33.985972,-117.414111,0,0,0,FALSE
1272,316,2019,35.908333,-120.984167,0,0,0,FALSE
1273,300,2019,39.622137,-121.693472,0,0,0,FALSE
1274,283,2019,37.63206,-121.538382,0,0,0,FALSE
1275,280,2019,41.150392,-122.634108,0,259,0,FALSE
1276,280,2019,36.008889,-121.466944,0,0,0,FALSE
1277,279,2019,34.71011,-119.3547,0,0,0,FALSE
1278,263,2019,40.679318,-120.392768,0,0,0,FALSE
1279,260,2019,44.734,-120.606,0,40,0,FALSE
1280,257,2019,36.18479,-118.99229,0,0,0,FALSE
1281,250,2019,33.9369,-117.3063,0,0,0,FALSE
1282,244,2019,40.062304,-123.222196,0,0,0,FALSE
1283,244,2019,37.524378,-120.296551,0,0,0,FALSE
1284,240,2019,37.708743,-121.841879,0,0,0,FALSE
1285,227,2019,41.4929742,-123.2129356,0,0,0,FALSE
1286,225,2019,39.005262,-123.195306,3,328,0,TRUE
1287,220,2019,35.214364,-120.455883,4,515,0,TRUE
1288,214,2019,33.911,-116.980528,0,0,0,FALSE
1289,213,2019,37.016944,-119.934167,0,0,0,FALSE
1290,210,2019,37.312877,-120.242411,0,0,0,FALSE
1291,210,2019,37.21638,-121.70768,0,0,0,FALSE
1292,208,2019,34.9008333,-118.9183333,0,0,0,FALSE
1293,207,2019,39.28926,-121.85906,0,0,0,FALSE
1294,202,2019,37.944751,-120.84372,0,0,0,FALSE
1295,200,2019,34.183,-117.285,0,0,0,FALSE
1296,200,2019,37.99136,-121.64118,0,0,0,FALSE
1297,200,2019,34.23955,-119.20187,0,0,0,FALSE
1298,200,2019,32.787656,-116.806941,0,350,0,TRUE
1299,200,2019,34.630919,-120.187368,0,0,0,FALSE
1300,193,2019,40.072739,-120.158273,0,0,0,FALSE
1301,190,2019,37.32585,-121.110146,0,0,0,FALSE
1302,190,2019,35.95191,-120.8092,0,0,0,FALSE
1303,183,2019,38.158333,-122.118889,0,0,0,FALSE
1304,172,2019,35.03855,-119.19454,0,0,0,FALSE
1305,167,2019,33.635,-116.801111,0,25,0,FALSE
1306,167,2019,36.600167,-120.8405,0,0,0,FALSE
1307,161,2019,35.81778,-120.09715,0,0,0,FALSE
1308,156,2019,40.484329,-122.159393,0,8,0,TRUE
1309,156,2019,34.677864,-118.752395,0,0,0,FALSE
1310,156,2019,33.997528,-117.769766,0,0,0,FALSE
1311,155,2019,36.28001,-119.10974,0,0,0,FALSE
1312,150,2019,38.03545,-122.2241,0,0,0,FALSE
1313,150,2019,32.767649,-116.796032,0,0,0,FALSE
1314,148,2019,38.73817,-121.39419,0,0,0,FALSE
1315,145,2019,34.183624,-117.274276,0,0,0,FALSE
1316,144,2019,37.45899,-121.22093,0,0,0,FALSE
1317,140,2019,38.07205,-122.22463,0,0,0,FALSE
1318,139,2019,37.71734,-121.55867,0,0,0,FALSE
1319,131,2019,40.562,-120.544,0,0,0,FALSE
1320,131,2019,34.366111,-118.96,0,0,0,FALSE
1321,130,2019,40.886677,-120.336977,0,0,0,FALSE
1322,130,2019,39.831762,-123.846013,0,0,0,FALSE
1323,130,2019,33.650237,-116.172534,0,0,0,FALSE
1324,128,2019,37.467744,-121.842751,0,0,0,FALSE
1325,128,2019,41.909,-120.306,0,0,0,FALSE
1326,121,2019,36.66909,-119.3046,0,0,0,FALSE
1327,120,2019,33.39684,-117.29665,0,0,0,TRUE
1328,120,2019,35.57376,-120.11738,0,0,0,FALSE
1329,115,2019,35.65189,-118.92545,0,0,0,FALSE
1330,105,2019,34.675542,-118.342239,0,0,0,FALSE
1331,103,2019,41.43783,-120.23976,0,0,0,FALSE
1332,100,2019,34.665699,-119.94974,0,0,0,FALSE
1333,100,2019,32.566389,-116.7525,0,0,0,FALSE
1334,98,2019,33.900994,-117.170588,0,150,0,FALSE
1335,97,2019,33.055124,-116.742508,0,150,0,TRUE
1336,96,2019,33.8128372,-117.1228851,0,0,0,FALSE
1337,95,2019,35.004722,-120.435278,0,0,0,FALSE
1338,94,2019,33.740219,-117.333728,0,0,0,FALSE
1339,91,2019,34.156389,-118.950833,0,0,0,FALSE
1340,91,2019,41.749667,-123.000833,0,0,0,FALSE
1341,90,2019,37.962557,-121.468074,0,0,0,FALSE
1342,90,2019,40.41404,-122.66779,0,0,0,FALSE
1343,85,2019,38.898915,-120.946657,2,0,4,TRUE
1344,84,2019,38.3525,-121.123611,0,0,0,FALSE
1345,83,2019,37.838333,-120.625556,0,0,0,FALSE
1346,83,2019,41.834366,-122.656569,0,0,0,FALSE
1347,81,2019,38.455,-121.969167,0,0,0,FALSE
1348,81,2019,34.42386,-117.10318,0,0,0,FALSE
1349,81,2019,33.514658,-116.7884,0,0,0,FALSE
1350,80,2019,39.551423,-121.800538,0,0,0,FALSE
1351,80,2019,33.77777348,-117.487578,0,0,0,FALSE
1352,80,2019,32.57394,-116.760465,0,0,0,FALSE
1353,80,2019,37.433192,-121.807258,0,0,0,FALSE
1354,80,2019,33.56938,-116.07896,0,0,0,FALSE
1355,80,2019,39.24678,-121.32399,0,0,0,FALSE
1356,80,2019,39.24678,-121.32399,0,0,0,FALSE
1357,75,2019,39.100408,-122.496548,0,0,0,FALSE
1358,74,2019,37.18904,-121.694968,0,0,0,FALSE
1359,70,2019,39.15641,-121.56363,0,0,0,FALSE
1360,68,2019,39.847708,-122.1604,0,0,0,FALSE
1361,67,2019,37.896231,-122.636471,0,0,0,FALSE
1362,67,2019,38.20177,-120.827386,0,0,0,FALSE
1363,66,2019,35.906482,-120.992914,0,0,0,FALSE
1364,65,2019,39.11536,-120.76088,0,0,0,FALSE
1365,64,2019,38.481258,-122.143942,0,0,0,FALSE
1366,63,2019,41.70611111,-123.4375,0,0,0,FALSE
1367,63,2019,39.98097,-122.30737,0,0,0,FALSE
1368,62,2019,37.166674,-122.361112,0,0,0,FALSE
1369,60,2019,37.219717,-121.761974,0,0,0,FALSE
1370,58,2019,39.470333,-121.412333,0,105,0,FALSE
1371,58,2019,37.968494,-121.678172,0,0,0,FALSE
1372,55,2019,40.387772,-120.304341,0,0,0,FALSE
1373,55,2019,33.57039,-116.1466,0,0,0,FALSE
1374,53,2019,38.955024,-122.833831,0,74,1,FALSE
1375,52,2019,35.189783,-120.1755,0,0,0,FALSE
1376,52,2019,32.87833333,-116.88,0,0,0,FALSE
1377,50,2019,32.564583,-116.834583,0,0,0,FALSE
1378,50,2019,37.97911,-122.11092,0,0,0,FALSE
1379,50,2019,38.622058,-121.114095,0,0,0,FALSE
1380,50,2019,38.63047,-122.47282,0,0,0,FALSE
1381,50,2019,39.85484,-121.905,0,0,0,TRUE
1382,47,2019,37.32555556,-121.7644444,0,0,0,FALSE
1383,47,2019,35.89593,-118.94106,0,0,0,FALSE
1384,46,2019,40.46968,-122.54364,0,0,0,FALSE
1385,46,2019,39.97083,-122.48277,0,0,0,FALSE
1386,45,2019,33.69078,-114.57265,0,0,0,FALSE
1387,44,2019,38.017138,-120.945044,0,0,0,FALSE
1388,43,2019,35.97059,-120.88241,0,0,0,FALSE
1389,42,2019,34.055768,-118.554091,0,0,0,FALSE
1390,42,2019,40.4988,-122.19911,0,0,0,FALSE
1391,38,2019,39.06066,-121.35014,0,0,0,FALSE
1392,35,2019,37.034183,-121.45597,0,0,0,FALSE
1393,35,2019,38.652475,-120.826165,0,10,0,FALSE
1394,35,2019,41.838,-122.845,0,0,0,FALSE
1395,35,2019,37.44422,-121.84082,0,0,0,FALSE
1396,34,2019,33.854597,-117.270144,0,0,0,FALSE
1397,34,2019,33.4506,-116.857817,0,0,0,FALSE
1398,33,2019,39.171091,-121.423281,0,0,0,FALSE
1399,33,2019,36.23012,-118.85712,0,0,0,FALSE
1400,30,2019,35.709176,-120.312856,0,0,0,FALSE
1401,30,2019,38.07944444,-122.2561111,0,0,0,FALSE
1402,30,2019,40.55924,-122.25409,0,0,0,FALSE
1403,30,2019,40.41741,-122.767256,0,0,0,FALSE
1404,30,2019,37.75427,-121.57382,0,0,0,FALSE
1405,30,2019,40.61805556,-123.6755556,0,0,0,FALSE
1406,29,2019,37.066483,-121.219163,0,0,0,FALSE
1407,29,2019,35.287373,-118.623651,0,0,0,FALSE
1408,28,2019,38.910498,-122.642572,0,55,0,TRUE
1409,28,2019,32.62305556,-116.9141667,0,0,0,FALSE
1410,27,2019,38.75263,-121.39259,0,0,0,FALSE
1411,26,2019,33.81678,-117.18194,0,0,0,FALSE
1412,25,2019,38.88913,-122.604425,0,0,0,FALSE
1413,25,2019,36.154184,-120.634179,0,0,0,FALSE
1414,25,2019,32.557546,-116.873955,0,0,0,FALSE
1415,25,2019,32.557546,-116.873955,0,0,0,FALSE
1416,25,2019,37.469,-121.3697,0,0,0,FALSE
1417,25,2019,36.14246,-118.80582,0,0,0,FALSE
1418,24,2019,37.99837,-122.16201,0,0,0,FALSE
1419,24,2019,38.21416,-122.12214,0,0,0,FALSE
1420,23,2019,38.02503,-121.9763,0,0,0,FALSE
1421,22,2019,32.557566,-116.8663,0,0,0,FALSE
1422,21,2019,37.949747,-120.420058,0,0,0,FALSE
1423,20,2019,39.088333,-122.309167,0,65,0,TRUE
1424,20,2019,33.909792,-117.004667,0,0,0,FALSE
1425,20,2019,38.99174,-122.7751,0,0,0,FALSE
1426,20,2019,33.69055556,-116.953889,0,0,0,FALSE
1427,20,2019,33.80493,-117.15738,0,0,0,FALSE
1428,19,2019,33.849906,-117.461363,0,0,0,FALSE
1429,19,2019,33.703546,-117.033598,0,0,0,FALSE
1430,19,2019,37.718636,-121.657011,0,0,0,FALSE
1431,18,2019,37.429506,-121.336465,0,0,0,FALSE
1432,17,2019,36.732866,-121.39478,0,0,0,FALSE
1433,17,2019,37.494136,-121.534827,0,0,0,FALSE
1434,17,2019,39.76242,-121.73659,0,0,0,FALSE
1435,17,2019,41.64895,-122.35962,0,0,0,FALSE
1436,16,2019,40.612556,-122.039167,0,0,0,FALSE
1437,16,2019,38.703889,-120.890556,0,0,0,FALSE
1438,15,2019,41.512917,-122.740333,0,0,0,FALSE
1439,15,2019,34.353667,-117.343833,0,0,0,FALSE
1440,15,2019,33.30267,-116.97772,0,0,0,FALSE
1441,13,2019,38.757636,-120.75664,0,0,0,FALSE
1442,12,2019,37.606,-121.853,0,0,0,FALSE
1443,12,2019,39.32889,-121.23431,0,0,0,FALSE
1444,11,2019,34.033117,-117.21545,0,0,0,FALSE
1445,11,2019,40.314187,-122.070055,0,0,0,FALSE
1446,11,2019,37.492002,-120.401028,0,0,0,FALSE
1447,11,2019,37.545167,-121.596667,0,0,0,FALSE
1448,10,2019,32.762706,-117.097441,0,0,0,FALSE
1449,10,2019,39.847708,-122.160416,0,0,1,FALSE
1450,10,2019,38.332083,-120.67131,1,45,0,TRUE
1451,10,2019,33.496633,-116.631106,0,0,0,FALSE
1452,10,2019,39.423833,-121.579738,0,0,0,FALSE
1453,10,2019,41.94622,-122.40157,0,0,0,FALSE
1454,10,2019,39.83958,-121.957,0,0,0,FALSE
1455,9,2019,33.827979,-117.499619,0,0,0,FALSE
1456,2,2019,39.40972222,-121.0005556,0,0,0,FALSE
